,name,birth,incoming_links,outgoing_links,page,latitude,longitude
315,Georg Wilhelm Friedrich Hegel, (1770–1831),Ferguson:Aristotle:Plato:Fichte:Schiller:Herder:Adam Smith:Heraclitus:Spinoza:Schelling:Luther:Diderot:Ibn Khaldun:Goethe:Böhme:Kant:Rousseau:,Pippin:Bakunin:Bluntschli:Rosenkranz:Proudhon:Bradley:Quito:Hyppolite:Brandom:Croce:Zubiri:Chicherin:Adorno:Bosanquet:Fischer:Cousin:McDowell:Marcuse:Taylor:Badiou:Lukács:Kojève:Fukuyama:Bauer:Collingwood:Engels:Green:Butler:Lenin:Barth:Feuerbach:Russon:Gentile:Derrida:Bulgakov:Sartre:Dunayevskaya:Küng:Leo Strauss:Malaka:Stirner:Žižek:Kaufmann:Kierkegaard:Chalybäus:Nietzsche:David Strauss:Marx:Rose:Stein:Bueno:Singer:de Beauvoir:,/wiki/Georg_Wilhelm_Friedrich_Hegel,48.782,9.184
316,Nelson Goodman, (1906–1998),Rudolf Carnap:Immanuel Kant:Carl G. Hempel:C. I. Lewis:David Hume:W. V. O. Quine:,Donald Davidson:Sidney Morgenbesser:Stanley Cavell:Israel Scheffler:Jerry Fodor:Arthur Danto:Kendall Walton:Catherine Elgin:Hilary Putnam:Noam Chomsky:Stephen Stich:W. V. O. Quine:,/wiki/Nelson_Goodman,42.3875,-71.1
317,Rhazes,,,Avicenna:,/wiki/Muhammad_ibn_Zakariya_al-Razi,35.583,51.433
318,Eduard Bernstein, (1850–1932),Hegel:Marx:Jean Jaurès:Karl Höchberg:Karl Kautsky:Kant:Engels:,Marxist revisionists:SPD:,/wiki/Eduard_Bernstein,FILL,FILL
319,Nicholas Rescher, (born 1928),Plato:Whitehead:Hempel:Peirce:Leibniz:Kant:,Michele Marsonet:John Leslie:Lorenz Bruno Puntel:Alexander Pruss:Ernest Sosa:,/wiki/Nicholas_Rescher,51.367,7.483
320,Bernard Williams, (1929–2003),Judith Shklar:Immanuel Kant:Ludwig Wittgenstein:Friedrich Nietzsche:Karel Čapek:,Elizabeth Anderson:A.W. Moore:Amartya Sen:Stanley Cavell:Martha Nussbaum:,/wiki/Bernard_Williams,51.5359,0.697
321,Amadeo Bordiga,,,Antonio Gramsci:,/wiki/Amadeo_Bordiga,FILL,FILL
322,Gustav Teichmuller, (1837–1888),Rudolf Hermann Lotze:Aristotle:Johann Friedrich Herbart:Gottfried Wilhelm von Leibniz:,Friedrich Nietzsche:,/wiki/Gustav_Teichmuller,52.267,10.517
323,Denis Diderot, (1713–1784),Laurence Sterne:Aristotle:Jean-Jacques Rousseau:Samuel Richardson:Miguel de Cervantes:Lucretius:Isaac Newton:René Descartes:John Locke:Voltaire:Niccolò Machiavelli:Baruch Spinoza:,Johann Wolfgang von Goethe:Milan Kundera:Günter Grass:Baron d'Holbach:Auguste Comte:Jacques Barzun:Karl Marx:François-Noël Babeuf:Étienne Bonnot de Condillac:,/wiki/Denis_Diderot,47.8633,5.3339
324,Antoine Arnauld, (1612–1694),Thomas Bradwardine:Cornelius Jansen:Estius:Bernard of Clairvaux:Aquinas:René Descartes:Augustine:,Gottfried Wilhelm Leibniz:Nicolas Malebranche:Francisque Bouillier:Jacques-Bénigne Bossuet:,/wiki/Antoine_Arnauld,48.856613,2.352222
325,Montalembert,,,John Henry Newman:,/wiki/Charles_Forbes_Ren%C3%A9_de_Montalembert,FILL,FILL
326,Ibn Hazm, (994–1069),Dawud al-Zahiri:Ibn al-Mughallis:Epicurus:Prodicus:Muhammad bin Dawud al-Zahiri:,Muhammad Nasiruddin al-Albani:Zahiri:Rashid Rida:Ibn Khaldun:madhab:Muhammad Asad:,/wiki/Ibn_Hazm,37.88450722,-4.7795675
327,Antonio Gramsci, (1891–1937),Giovanni Gentile:Vilfredo Pareto:Friedrich Engels:Georges Sorel:Karl Marx:Vladimir Lenin:Benedetto Croce:Amadeo Bordiga:Francesco De Sanctis:Niccolò Machiavelli:Antonio Labriola:,William K. Carroll:Edward Said:New Left:Stuart Hall:Tan Malaka:Louis Althusser:Ernesto Laclau:,/wiki/Antonio_Gramsci,39.767,8.817
328,Oswald Spengler, (1880–1936),Arthur Schopenhauer:Johann Joachim Winckelmann:Heraclitus:Ernst Mach:Leo Frobenius:Johann Wolfgang von Goethe:Friedrich Nietzsche:G. W. F. Hegel:,George F. Kennan:Henry Miller:Francis Parker Yockey:J. Ortega y Gasset:H. P. Lovecraft:Michel Aflaq:Karl Haushofer:Northrop Frye:Theodor Adorno:Malcolm X:G. H. von Wright:Arnold J. Toynbee:Leo Strauss:Henry Kissinger:Ernst Jünger:Paul Nitze:Julius Evola:,/wiki/Oswald_Spengler,51.79528,10.96222
329,Michael Walzer, (born 1935),Isaiah Berlin:Charles Taylor:Karl Marx:John Rawls:Albert Camus:Niccolò Machiavelli:,Amy Gutmann:Axel Honneth:Jean Bethke Elshtain:Michael J. Sandel:Rainer Forst:Ian Shapiro:Michael W. Doyle:,/wiki/Michael_Walzer,40.71278,-74.00611
330,Adolf Grünbaum,,,Bas C. van Fraassen:,/wiki/Adolf_Gr%C3%BCnbaum,50.93639,6.95278
331,Jean Racine,,,Voltaire:,/wiki/Jean_Racine,FILL,FILL
332,Aristotelianism,,,Aristotle:,/wiki/Aristotelianism,FILL,FILL
333,Fyodor Dostoyevsky,,,Mikhail Bakhtin:,/wiki/Fyodor_Dostoevsky,FILL,FILL
334,Johann Gustav Droysen,,,Wilhelm Dilthey:,/wiki/Johann_Gustav_Droysen,54.05722,15.27861
335,Muhammad,,,Ibn Tufail:,/wiki/Muhammad,21.4225,39.82333
336,Gottlieb Fichte, (1762–1814),Karl Leonhard Reinhold:Immanuel Kant:Ernst Platner:Salomon Maimon:Gottlob Ernst Schulze:Jean-Jacques Rousseau:Baruch Spinoza:,Friedrich Schleiermacher:Karl Wilhelm Ferdinand Solger:Immanuel Hermann Fichte:Johann Friedrich Herbart:Novalis:C. I. Lewis:Karl August von Eschenmayer:August Ludwig Hülsen:Wilhelm von Humboldt:Max Stirner:Ludwig Tieck:F. W. J. Schelling:Dieter Henrich:G. W. F. Hegel:Jules Lequier:,/wiki/Gottlieb_Fichte,51.15,14.133
337,al-Khwārizmī,,,Omar Khayyam:,/wiki/Muhammad_ibn_Musa_al-Khwarizmi,42.1896083,59.3261722
338,Zeno of Citium, (333–264 BC),Philo:Crates of Thebes:Heraclitus:Diodorus:Socrates:Cynicism:Hipparchia:Polemo:Stilpo:,Posidonius:Epictetus:Cleanthes:Chrysippus:Panaetius:Peter Kropotkin:Marcus Aurelius:Seneca:,/wiki/Zeno_of_Citium,34.9233,33.6305
339,Brecht,,,Walter Benjamin:,/wiki/Bertolt_Brecht,FILL,FILL
340,Alvin Plantinga, (born 1932),Edmund Burke:Augustine of Hippo:Immanuel Kant:Søren Kierkegaard:Hilaire Belloc:John Henry Newman:William Harry Jellema:Ludwig Wittgenstein:Bertrand Russell:Luis de Molina:John Locke:Thomas More:William Alston:John Calvin:Thomas Reid:Duns Scotus:Abraham Kuyper:Thomas Aquinas:,Nicholas Wolterstorff:William Lane Craig:Trenton Merricks:Michael Horton:J. P. Moreland:John Frame:Keith DeRose:Michael Bergmann:Michael Rea:Brian Davies:Peter van Inwagen:Dallas Willard:Robin Collins:Robert Koons:,/wiki/Alvin_Plantinga,42.28139,-83.74833
341,Emil Cioran, (1911–1995),François de La Rochefoucauld:Martin Heidegger:Philipp Mainländer:Georg Simmel:Nicolas Chamfort:Ludwig Klages:Constantin Noica:Oswald Spengler:Fyodor Dostoevsky:Joseph de Maistre:Arthur Schopenhauer:Emily Brontë:Immanuel Kant:Teresa of Ávila:Paul Valéry:Søren Kierkegaard:Lev Shestov:Nae Ionescu:Joseph Joubert:Blaise Pascal:Friedrich Nietzsche:,Thomas Ligotti:Fernando Savater:Nick Land:Jean Baudrillard:Eugene Thacker:,/wiki/Emil_Cioran,47.467,19.05
342,Nicolai Hartmann, (1882–1950),Immanuel Kant:Plato:Max Scheler:Paul Natorp:Hermann Cohen:G. W. F. Hegel:,Max Scheler:Martin Heidegger:Jitendra Nath Mohanty:,/wiki/Nicolai_Hartmann,56.94889,24.10639
343,James Lovelock,,,John Gray (philosopher):,/wiki/James_Lovelock,51.978,-0.23
344,Hegel,,,Theodor Adorno:,/wiki/Ge,FILL,FILL
345,Négritude,,,Frantz Fanon:,/wiki/N%C3%A9gritude,FILL,FILL
346,Otto Neurath, (1882–1945),Ernst Mach:James George Frazer:,John O'Neill:Berlin Circle:Vienna Circle:,/wiki/Otto_Neurath,48.2,16.367
347,Gorgias,,,Antisthenes:,/wiki/G,FILL,FILL
348,Francesco Patrizi da Cherso,) (1529–1597),Aristotle:Plato:,Pierre Gassendi:Isaac Newton:Tommaso Campanella:Henry More:Rene Descartes:Giordano Bruno:,/wiki/Francesco_Patrizi_da_Cherso,44.96,14.40806
349,Roger Scruton, (1944–2020),Richard Wagner:Malcolm Budd:Simone Weil:Edmund Burke:Fyodor Dostoevsky:René Girard:T. S. Eliot:Franz Kafka:Immanuel Kant:Edmund Husserl:Georg Wilhelm Friedrich Hegel:John Ruskin:Michael Oakeshott:G. E. M. Anscombe:Leo Strauss:Søren Kierkegaard:Rainer Maria Rilke:Ludwig Wittgenstein:Stephen Darwall:Charles de Gaulle:Jean-Paul Sartre:Martin Buber:,Ed Husain:Raymond Tallis:Alexander Stoddart:Christina Hoff Sommers:Alicja Gescinska:Malcolm Budd:Tim Crane:Anthony O'Hear:Giles Fraser:Maurice Glasman:Douglas Murray:Mark Dooley:Marwa Al-Sabouni:,/wiki/Roger_Scruton,53.35,-0.37
350,François Picavet,,,Alexandre Koyre:,/wiki/Fran%C3%A7ois_Picavet,FILL,FILL
351,Confucius, (551 BC–479 BC),Zhou dynasties:Book of Rites:I Ching:Shang:Xia:Classic of Poetry:,Robert Cummings Neville:Wang Shouren:Alexander Pope:Benjamin Franklin:Niels Bohr:Voltaire:Neoconfucians:Ezra Pound:Han Yu:Gottfried Wilhelm Leibniz:Allen Ginsberg:François Quesnay:Chinese philosophy:Mencius:Zhu Xi:Neotaoists:Friedrich Schiller:Thomas Jefferson:Xun Kuang:Western thinkers:Christian Wolff:,/wiki/Confucius,FILL,FILL
352,Evgeny Pashukanis,,,Nicos Poulantzas:,/wiki/Evgeny_Pashukanis,FILL,FILL
353,Saint-Martin,,,Joseph de Maistre:,/wiki/Louis_Claude_de_Saint-Martin,47.4042,0.98
354,Flournoy,,,Carl Jung:,/wiki/Th%C3%A9odore_Flournoy,46.20167,6.14694
355,Erasmus,,,Edmund Burke:,/wiki/Erasmus,51.917,4.5
356,Henri Laborit,,,Edgar Morin:,/wiki/Henri_Laborit,21.02833,105.85417
357,Leonard Nelson, (1882–1927),Ernst Friedrich Apelt:Immanuel Kant:Neo-Kantianism:David Hilbert:Gerhard Hessenberg:Jakob Friedrich Fries:,Kurt Grelling:Minna Specht:Paul Bernays:,/wiki/Leonard_Nelson,52.52,13.405
358,John Baillie,,,John Hick:,/wiki/John_Baillie_(theologian),FILL,FILL
359,Robert K. Merton,,,Mario Bunge:,/wiki/Robert_K._Merton,39.95278,-75.16361
360,Pasicles of Thebes,,,Stilpo:,/wiki/Pasicles_of_Thebes,FILL,FILL
361,Goethe,,,Hannah Arendt:,/wiki/Johann_Wolfgang_von_Goethe,FILL,FILL
362,Abul Hasan Hankari,,,Avicenna:,/wiki/Abul_Hasan_Hankari,36.34,43.13
363,Norberto Bobbio, (1909–2004),Piero Gobetti:Vilfredo Pareto:Carlo Rosselli:Carlo Cattaneo:Luigi Einaudi:Benedetto Croce:Hans Kelsen:Giorgio Del Vecchio:,José Guilherme Merquior:Celso Lafer:Tercio Sampaio Ferraz Jr.:Luiz Carlos Bresser-Pereira:,/wiki/Norberto_Bobbio,45.07917,7.67611
364,Kandinsky,,,Alexandre Kojève:,/wiki/Wassily_Kandinsky,55.75583,37.61722
365,Jerry Fodor, (1935–2017),Søren Kierkegaard:Sydney Morgenbesser:Hilary Putnam:Franz Joseph Gall:Noam Chomsky:David Hume:,Ernest Lepore:Zenon Pylyshyn:Steven Pinker:,/wiki/Jerry_Fodor,40.71278,-74.00611
366,John Dewey, (1859–1952),Hegel:Ward:Plato:Locke:George:Parker:Darwin:Wundt:William James:Peirce:Mead:Kant:Rousseau:Green:,Honneth:Martin:Hook:Anderson:Mills:Santayana:Greene:Putnam:Ambedkar:Durkheim:Richard McKeon:Kaplan:Chomsky:Herbert Schneider:West:Hu Shih:Margaret Naumburg:Makiguchi:Habermas:Park:Veblen:Rorty:,/wiki/John_Dewey,44.47583,-73.21194
367,Avicebron,,,Albertus Magnus:,/wiki/Solomon_ibn_Gabirol,36.71944,-4.42
368,Renan,,,Friedrich Nietzsche:,/wiki/Ernest_Renan,48.7858,-3.2311
369,Panaetius, (c. 185 – c. 110 BC),Antipater of Tarsus:Diogenes of Babylon:,Posidonius:Hecato:Cicero:,/wiki/Panaetius,36.167,27.933
370,Pierre Bourdieu, (1930–2002),Merleau-Ponty:Cassirer:Pascal:Husserl:Kant:Canguilhem:Aron:Elias:Durkheim:Saussure:Darwin:Gouhier:Althusser:Sartre:Bachelard:Freud:Wittgenstein:Foucault:Panofsky:Nietzsche:Mauss:Lévi-Strauss:Strawson:Marx:Heidegger:Weber:,Loïc Wacquant:Antanas Mockus:Édouard Louis:Béatrice Galinon-Mélénec:Anthony Giddens:Didier Eribon:,/wiki/Pierre_Bourdieu,43.3631,-0.5069
371,Saint-Simon,,,Auguste Comte:,/wiki/Henri_de_Saint-Simon,48.856613,2.352222
372,Ebbinghaus,,,Leo Strauss:,/wiki/Julius_Ebbinghaus,FILL,FILL
373,Shah Wali Allah,) (1703–1762),Al-Shafi‘i:Abu Hanifa:Abu al-Hasan al-Ash'ari:Baha' al-Din Naqshband:,Muhammad Zakariyya al-Kandhlawi:Rashid Ahmad Gangohi:Shah Abdul Aziz:Muhammad Qasim Nanautavi:,/wiki/Shah_Wali_Allah,29.482217,77.700116
374,André Gunder Frank,,,Enrique Dussel:,/wiki/Andre_Gunder_Frank,52.52,13.405
375,Theodor Adorno, (1903–1969),Spengler:Kracauer:Husserl:Horkheimer:Schoenberg:Cornelius:Baudelaire:Lukács:Proust:Kant:Simmel:Freud:Berg:Kafka:Kierkegaard:Hegel:Nietzsche:Marx:Benjamin:Bloch:Mann:Weber:,Butler:Honneth:Zerzan:Marcuse:Bauman:Geuss:Habermas:Horkheimer:Benjamin:Fisher:Reichelt:Badiou:Jameson:Žižek:,/wiki/Theodor_Adorno,50.117,8.683
376,Massignon,,,Henry Corbin:,/wiki/Louis_Massignon,48.8375,2.4833
377,Bonaventure, (1221–1274),Aristotle:Anselm of Canterbury:Pseudo-Dionysius:Alexander of Hales:St. Augustine:Stoicism:Cicero:Avicebron:,John of the Cross:Nicholas of Cusa:Hans Urs von Balthasar:Peter John Olivi:Josef Ratzinger:,/wiki/Bonaventure,FILL,FILL
378,Biringuccio,,,Francis Bacon:,/wiki/Vannoccio_Biringuccio,43.31861,11.33056
379,Daniel Bell,,,Charles Taylor (philosopher):,/wiki/Daniel_Bell,40.71278,-74.00611
380,Averroes,"), (1126–1198)",Aristotle:Plato:Avempace:Al-Farabi:Socrates:Ibn Bajja:Al-Ghazali:Avicenna:,Marcantonio Zimara:Gaetano da Thiene:Averroism:Siger of Brabant:Marsilius of Padua:Pietro Pomponazzi:Samuel ibn Tibbon:John of Jandun:Boethius of Dacia:Al-Bitruji:Agostino Nifo:Maimonides:Thomas Aquinas:,/wiki/Averroes,37.88450722,-4.7795675
381,Ancient Egyptian religion,,,Thales:,/wiki/Ancient_Egyptian_religion,FILL,FILL
382,Isaiah Berlin, (1909–1997),Benjamin Constant:Charles Darwin:Lev Shestov:Johann Georg Hamann:Karl Marx:Leo Tolstoy:Ludwig Wittgenstein:Sigmund Freud:John Stuart Mill:Johann Gottfried Herder:Giambattista Vico:Alexander Herzen:Denis Diderot:Friedrich Nietzsche:Gotthold Ephraim Lessing:,Stephen Jay Gould:John Gray:Joxe Azurmendi:Mark Lilla:Michael Ignatieff:John Rawls:William Galston:,/wiki/Isaiah_Berlin,56.94889,24.10639
383,David Stove, (1927–1994),Anderson:Hume:,James Franklin:Peter Forrest:,/wiki/David_Stove,-29.46583,149.83389
384,Baruch Spinoza, (1632–1677),Crescas:Aristotle:Niccolò Machiavelli:Thomas Hobbes:Stoics:Lucretius:Averroes:Abraham ibn Ezra:Democritus:Franciscus van den Enden:Menasseh Ben Israel:Epicurus:Descartes:Giordano Bruno:Avicenna:Maimonides:,Herder:Unamuno:Leibniz:Rousseau:Næss:G. Eliot:Vygotsky:Enlightenment philosophy:Schelling:Santayana:Balibar:Coleridge:Yalom:Renouvier:Gotthold Ephraim Lessing:Ilyenkov:Einstein:L. Strauss:Althusser:Davidson:Hardt:Freud:Russell:Goethe:Wittgenstein:Deleuze:Nietzsche:Hegel:Marx:Fichte:Novalis:Kołakowski:Borges:Age of Reason:Negri:G. Wagner:Schopenhauer:,/wiki/Baruch_Spinoza,52.367,4.9
385,Francis Galton,,,John Fiske (philosopher):,/wiki/Francis_Galton,52.48,-1.9025
386,Ernst Platner,,,Gottlieb Fichte:,/wiki/Ernst_Platner,51.333,12.383
387,John Henry Newman, (1801–1890),Basil of Caesarea:Damião de Góis:Alexis De Tocqueville:Shakespeare:Isaac Newton:Alexander Pope:Socrates:Voltaire:Klemens von Metternich:Keble:Spinoza:Richard Whately:John Milton:Jean-Jacques Rousseau:Edmund Burke:Gaius Marius Victorinus:Aristotle:Galileo:Tractarianism:St. John Fisher:Origen:John Locke:Athanasius:Marquis de Lafayette:Joseph de Maistre:David Hume:Erasmus:Copernicus:Cicero:Plato:Montesquieu:Montalembert:St. Augustine:Thomas Paine:St. Thomas Aquinas:Thomas Jefferson:Dante Alighieri:Rene Descartes:Joseph Butler:Clement of Alexandria:Tertullian:Louis de Bonald:St. Thomas More:Adam Smith:Edward Gibbon:,Francis:Fulton J. Sheen:Dorothy Day:Flannery O'Connor:Lord Acton:Simone Weil:Ronald Knox:J. R. R. Tolkien:Bernard Lonergan:Oscar Wilde:Matthew Arnold:William F. Buckley Jr.:G. K. Chesterton:Robert Hugh Benson:Gerard Manley Hopkins:Benedict XVI:Alvin Plantinga:Alasdair MacIntyre:Russell Kirk:Linda Trinkaus Zagzebski:Charles Dickens:Jaroslav Pelikan:Hilaire Belloc:James Joyce:C. S. Lewis:George MacDonald:Leo XIII:C. H. Douglas:,/wiki/John_Henry_Newman,FILL,FILL
388,Tractarianism,,,John Henry Newman:,/wiki/Oxford_Movement,FILL,FILL
389,Grenier,,,Albert Camus:,/wiki/Jean_Grenier,FILL,FILL
390,Karl Ludwig Michelet,,,August Cieszkowski:,/wiki/Karl_Ludwig_Michelet,FILL,FILL
391,Hans Hahn,,,Herbert Feigl:,/wiki/Hans_Hahn_(mathematician),48.2,16.367
392,Kurt Baier, (1917–2010),Stephen Toulmin:,Stephen Darwall:,/wiki/Kurt_Baier,48.2,16.367
393,Jacques Derrida, (1930–2004),Joyce:Levinas:Meister Eckhart:Rousseau:De Saussure:Husserl:Bataille:Plato:Barthes:Freud:Kafka:Nietzsche:Kierkegaard:Austin:Lévi-Strauss:Hegel:Marx:Benjamin:Blanchot:Genet:Heidegger:,James KA Smith:Judith Butler:Geoffrey Hartman:Paul B. Preciado:Catherine Malabou:John D. Caputo:Bernard Stiegler:Paul de Man:Béatrice Galinon-Mélénec:Maebh Long:Philippe Lacoue-Labarthe:Peter Rollins:Jean-Luc Nancy:Sarah Kofman:Gayatri Chakravorty Spivak:Richard Rorty:,/wiki/Jacques_Derrida,36.769069,3.029684
394,Ammonius Saccas, (3rd century),Aristotle:Socrates:Plato:,Plotinus:Origen:Hypatia:Tertullian:,/wiki/Ammonius_Saccas,31.2,29.917
395,Lucien Goldmann, (1913–1970),Max Adler:Jean Piaget:Karl Marx:György Lukács:,Julia Kristeva:,/wiki/Lucien_Goldmann,44.4325,26.10389
396,Salomon Maimon,) (1753–1800),Wolff:Leibniz:Spinoza:Hume:Kant:Reinhold:Maimonides:,Deleuze:Reinhold:Fichte:,/wiki/Salomon_Maimon,FILL,FILL
397,Étienne Balibar, (born 1942),Jean Hippolyte:Jacques Derrida:Georg Wilhelm Friedrich Hegel:Michel Foucault:Karl Marx:Nicos Poulantzas:Vladimir Lenin:Hannah Arendt:Jean Jacques Rousseau:Louis Althusser:Baruch Spinoza:,John Milios:Stephen Resnick:Slavoj Žižek:Jacques Rancière:,/wiki/%C3%89tienne_Balibar,47.4908,3.9092
398,Manuel Sadosky,,,Mario Bunge:,/wiki/Manuel_Sadosky,-34.60333,-58.38167
399,Eino Kaila,,,Georg Henrik von Wright:,/wiki/Eino_Kaila,FILL,FILL
400,Hector-Neri Castañeda, (1924–1991),Wilfrid Sellars:Alexius Meinong:,John Perry:,/wiki/Hector-Neri_Casta%C3%B1eda,14.967,-89.533
401,Stanisław Leśniewski,,,Tadeusz Kotarbiński:,/wiki/Stanis%C5%82aw_Le%C5%9Bniewski,54.917,37.4
402,Hu Shih, (1891–1962),,Li Ao:,/wiki/Hu_Shih,FILL,FILL
403,Victor Cousin, (1792–1867),Immanuel Kant:Friedrich Wilhelm Joseph Schelling:Thomas Reid:Georg Wilhelm Friedrich Hegel:Friedrich Heinrich Jacobi:René Descartes:Pierre Paul Royer-Collard:Plotinus:Maine de Biran:,Théodore Simon Jouffroy:Pierre-Joseph Proudhon:Jean Philibert Damiron:Ralph Waldo Emerson:Jules Simon:Patrick Edward Dove:Adolphe Garnier:Charles de Rémusat:Jules Barthélemy Saint-Hilaire:Adolphe Franck:Paul Janet:Felix Ravaisson-Mollien:,/wiki/Victor_Cousin,48.856613,2.352222
404,Solzhenitsyn,,,Claude Lefort:,/wiki/Aleksandr_Solzhenitsyn,FILL,FILL
405,Buonarroti,,,Mikhail Bakunin:,/wiki/Philippe_Buonarroti,FILL,FILL
406,Democritus, (460–370 BC),Melissus of Samos:Leucippus:,Aristotle:Michel Onfray:George Santayana:Lucretius:Montaigne:Severino:Karl Marx:Pyrrho:Epicurus:Friedrich Nietzsche:Baruch Spinoza:,/wiki/Democritus,40.933,24.967
407,Anselm of Canterbury, (1034–1109),Boethius:Augustine of Hippo:,Thomas Bradwardine:Bonaventure:William of Ockham:Robert Grosseteste:Duns Scotus:Thomas Aquinas:,/wiki/Anselm_of_Canterbury,FILL,FILL
408,Galvano Della Volpe,,,Antonio Negri:,/wiki/Galvano_Della_Volpe,FILL,FILL
409,Leontiev,,,Nikolai Berdyaev:,/wiki/Konstantin_Leontiev,FILL,FILL
410,James George Frazer,,,Otto Neurath:,/wiki/James_Ge,FILL,FILL
411,Thomas Blackwell,,,Johann Gottfried Herder:,/wiki/Thomas_Blackwell_(scholar),57.15,-2.11
412,Vladimir Jankélévitch, (1903–1985),Georg Simmel:Friedrich Wilhelm Joseph von Schelling:Henri Bergson:Lev Shestov:,Arnold Davidson:Emmanuel Levinas:Cynthia Fleury:,/wiki/Vladimir_Jank%C3%A9l%C3%A9vitch,47.0844,2.3964
413,Jutta von Sponheim,,,Hildegard of Bingen:,/wiki/Jutta_von_Sponheim,FILL,FILL
414,Philolaus, (c. 480 – c. 405 BC),Pythagoras:,Plato:Eurytus:,/wiki/Philolaus,FILL,FILL
415,Joseph Raz, (born 1939),Peter Hacker:Hans Kelsen:H. L. A. Hart:,Leslie Green:Timothy Endicott:Matthew Kramer:John Gardner:Scott J. Shapiro:,/wiki/Joseph_Raz,FILL,FILL
416,Félix Ravaisson-Mollien,,,Henri Bergson:,/wiki/F%C3%A9lix_Ravaisson-Mollien,50.467,4.867
417,Debenjak,,,Slavoj Žižek:,/wiki/Bo%C5%BEidar_Debenjak,FILL,FILL
418,Ibn al-Arif,,,Ibn Arabi:,/wiki/Ibn_al-Arif,36.84028,-2.46806
419,E. A. Burtt,,,Alexandre Koyre:,/wiki/Edwin_Arthur_Burtt,42.61111,-71.575
420,Ferdinand de Saussure, (1857–1913),Oldenberg:Durkheim:Zimmer:Leskien:Pāṇini:,Meillet:Bloomfield:Merleau-Ponty:Mukařovský:Benveniste:Prague school:Jakobson:Lacan:Barthes:R. Harris:Althusser:Derrida:Labov:Foucault:Lévi-Strauss:Hjelmslev:Percy:Firth:Shaumyan:Laclau:,/wiki/Ferdinand_de_Saussure,46.20167,6.14694
421,Leonhard Euler,,,Marquis de Condorcet:,/wiki/Leonhard_Euler,47.55472,7.59056
422,Gustave Le Bon,,,Georges Sorel:,/wiki/Gustave_Le_Bon,48.3225,0.8225
423,Johann Gottlieb Fichte,,,F. H. Bradley:,/wiki/Johann_Gottlieb_Fichte,51.15,14.133
424,Simon Blackburn, (born 1944),David Hume:Casimir Lewy:Michael Dummett:,Michael A. Smith:,/wiki/Simon_Blackburn,51.538,-2.394
425,Christopher Lasch,,,Charles Taylor (philosopher):,/wiki/Christopher_Lasch,41.25,-96.0
426,Mo'ayyeduddin Urdi,,,Nasir al-Din al-Tusi:,/wiki/Mu%27ayyad_al-Din_al-Urdi,FILL,FILL
427,neo-Thomism,,,Karl Rahner:,/wiki/Neo-scholasticism,FILL,FILL
428,Frankfurt School,,,Guy Debord:,/wiki/Frankfurt_School,FILL,FILL
