,name,birth,incoming_links,outgoing_links,page,latitude,longitude,births
167,Malthus,,,Louis Gabriel Ambroise de Bonald:,/wiki/Thomas_Robert_Malthus,51.224,-0.362,AD 1766-01-01 00:00:00
168,Møller,,,Søren Kierkegaard:,/wiki/Poul_Martin_M%C3%B8ller,55.84889,9.59,AD 1794-03-21 00:00:00
169,Al-Biruni,,,Avicenna:,/wiki/Al-Biruni,41.683,60.75,AD 0973-01-01 00:00:00
170,Justus von Liebig,,,Karl Marx:,/wiki/Justus_von_Liebig,49.87222,8.65278,AD 1803-05-12 00:00:00
171,J. M. E. McTaggart,,,Michael Dummett:,/wiki/J._M._E._McTaggart,51.50722,-0.1275,AD 1866-09-03 00:00:00
172,Walter Kaufmann (philosopher), (1921–1980),Søren Kierkegaard:Georg Wilhelm Friedrich Hegel:Sigmund Freud:Johann Wolfgang von Goethe:Karl Jaspers:Friedrich Nietzsche:Martin Buber:,Frithjof Bergmann:Ivan Soll:Richard Schacht:Alexander Nehamas:,/wiki/Walter_Kaufmann_(philosopher),47.995,7.85,AD 1921-07-01 00:00:00
173,James Cone,,,Cornel West:,/wiki/James_H._Cone,33.81472,-92.41444,AD 1938-08-05 00:00:00
174,Elisabeth of the Palatinate,,,René Descartes:,/wiki/Elisabeth_of_the_Palatinate,49.417,8.717,AD 1618-12-26 00:00:00
175,Hellenistic Judaism,,,Philo:,/wiki/Hellenistic_Judaism,FILL,FILL,FILL
176,Uta Ranke-Heinemann,,,Rudolf Bultmann:,/wiki/Uta_Ranke-Heinemann,51.45083,7.01306,AD 1927-10-02 00:00:00
177,Giambattista Vico, (1668–1744),Malebranche:Tacitus:Hobbes:Leibniz:Machiavelli:Dante:Augustine:Aristotle:Duns Scotus:Cicero:Plato:Suárez:Grotius:Bacon:Aquinas:Herodotus:Varro:Selden:Pufendorf:,Joyce:Croce:Alberdi:Ferrari:Michelet:Gramsci:White:Berlin:Cortés:Preve:Hillman:Sorel:Coleridge:Collingwood:Cattaneo:Auerbach:Lomonaco:Evola:Quinet:McLuhan:Levi:Goethe:Cuoco:Voegelin:Hegel:Hösle:Maistre:Marx:Frye:Castoriadis:Said:Foscolo:,/wiki/Giambattista_Vico,40.845,14.25833,AD 1668-06-23 00:00:00
178,P. F. Strawson, (1919–2006),Immanuel Kant:J. L. Austin:A.J. Ayer:Ludwig Wittgenstein:Bertrand Russell:Gilbert Ryle:,Colin McGinn:Keith Donnellan:Ramchandra Gandhi:Martin Hollis:Joshua Knobe:John Searle:David Lewis:Pierre Bourdieu:Arda Denkel:Ted Honderich:,/wiki/P._F._Strawson,51.5175,-0.2988,AD 1919-11-23 00:00:00
179,Manuel González Prada,,,José Carlos Mariátegui:,/wiki/Manuel_Gonz%C3%A1lez_Prada,FILL,FILL,FILL
180,Antoine Destutt de Tracy, (1754–1836),Condillac:Cabanis:Locke:Condorcet:,Jefferson:,/wiki/Antoine_Destutt_de_Tracy,48.856613,2.352222,AD 1754-07-20 00:00:00
181,"Claude Henri de Rouvroy, Comte de Saint-Simon", (1760–1825),Charles Dunoyer:Anne Robert Jacques Turgot:Adam Smith:Augustin Thierry:Isaac Newton:Emmanuel Sieyès:Jean-Baptiste Say:Marquis de Condorcet:René Descartes:John Locke:Jean le Rond d'Alembert:Voltaire:Nicolas-Edme Rétif:Joseph de Maistre:Francis Bacon:David Hume:Jean-Jacques Rousseau:Edward Gibbon:,Pierre-Joseph Proudhon:Prosper Enfantin:Auguste Comte:Lorenz von Stein:Friedrich Engels:Karl Marx:Pierre Leroux:John Stuart Mill:Péreire brothers:Thorstein Veblen:Michel Chevalier:,"/wiki/Claude_Henri_de_Rouvroy,_Comte_de_Saint-Simon",48.856613,2.352222,AD 1760-10-17 00:00:00
182,R. M. Hare, (1919–2002),Henry Sidgwick:Immanuel Kant:Ludwig Wittgenstein:A. J. Ayer:J. L. Austin:Gilbert Ryle:,Allan Gibbard:Bernard Williams:Aaron Sloman:Derek Parfit:Gary Varner:Peter Singer:John E. Hare:Brian McGuinness:,/wiki/R._M._Hare,51.4131,-2.7398,AD 1919-03-21 00:00:00
183,Richard Avenarius, (1843–1896),Hume:Kant:,Alexander Bogdanov:Anatoly Lunacharsky:Ernst Mach:William James:,/wiki/Richard_Avenarius,48.856613,2.352222,AD 1843-11-19 00:00:00
184,Eric Gutkind,,,Walter Benjamin:,/wiki/Eric_Gutkind,50.5773,4.5302,AD 1877-02-09 00:00:00
185,Giorgio Del Vecchio, (1878–1970),,Norberto Bobbio:,/wiki/Giorgio_Del_Vecchio,44.49389,11.34278,AD 1878-08-26 00:00:00
186,Selz,,,Karl Popper:,/wiki/Otto_Selz,FILL,FILL,FILL
187,Babylonian astronomy,,,Thales:,/wiki/Babylonian_astronomy,FILL,FILL,FILL
188,Jean Bodin, (1530–1596),Petrus Ramus:,Eric Voegelin:Giovanni Botero:Hugo Grotius:Montesquieu:,/wiki/Jean_Bodin,47.473612,-0.554167,AD 1530-11-01 00:00:00
189,Tinbergen,,,Maurice Merleau-Ponty:,/wiki/Nikolaas_Tinbergen,52.08,4.31,AD 1907-04-15 00:00:00
190,Tacitus,,,Louis Gabriel Ambroise de Bonald:,/wiki/Tacitus,,,FILL
191,Karl Kautsky, (1854–1938),G.W.F. Hegel:Immanuel Kant:Charles Darwin:Friedrich Engels:Bruno Bauer:Karl Marx:Joseph Dietzgen:J.S. Mill:,Otto Bauer:Leon Trotsky:Karl Renner:Konrad Lorenz:Joseph Stalin:Max Adler:Rudolf Hilferding:V.I. Lenin:Willy Brandt:Bruno Kreisky:,/wiki/Karl_Kautsky,50.083,14.417,AD 1854-10-16 00:00:00
192,Hermeticism,,,Paracelsus:,/wiki/Hermeticism,FILL,FILL,FILL
193,Adorno,,,Walter Benjamin:,/wiki/Theodor_W._Adorno,50.117,8.683,AD 1903-09-11 00:00:00
194,Hildegard of Bingen, (1098–1179),Jutta von Sponheim:New Testament:Bernard of Clairvaux:John the Evangelist:John Scotus Eriugena:Old Testament:Paul the Apostle:Genesis:Augustine of Hippo:,Frederick I Barbarossa:Eugene III:Margot Fassler:Volmar:Abbot Suger:Elisabeth of Schönau:Grace McLean:constructed language:Rudolf Steiner:New Age movement:Anastasius IV:Mélanie Lipinska:,/wiki/Hildegard_of_Bingen,49.68194,8.22361,AD 1098-11-01 00:00:00
195,Pyrrho, (c. 360 – c. 270),Xenophanes:Gautama Buddha:Homer:Democritus:,Galen:Arcesilaus:Michel de Montaigne:Aenesidemus:Sextus Empiricus:Epicurus:Timon of Phlius:,/wiki/Pyrrho,37.967,23.717,BC 0360-11-01 00:00:00
196,Epicurus, (341 BC–270 BC),Aristotle:Plato:Aristippus:Democritus:Pyrrho:Nausiphanes:,Jean-Jacques Rousseau:Seneca the Younger:Thomas Hobbes:Lucretius:Isaac Newton:Karl Marx:Metrodorus:Hermarchus:John Stuart Mill:Voltaire:Bentham:Gassendi:Thomas Jefferson:David Hume:Philodemus:Baruch Spinoza:,/wiki/Epicurus,37.75,26.833,BC 0341-02-01 00:00:00
197,Casimir Lewy,,,Simon Blackburn:,/wiki/Casimir_Lewy,52.233,21.017,AD 1919-02-26 00:00:00
198,James Baldwin,,,Cornel West:,/wiki/James_Baldwin,40.71278,-74.00611,AD 1924-08-02 00:00:00
199,Learned Hand,,,Ronald Dworkin:,/wiki/Learned_Hand,42.6525,-73.75722,AD 1872-01-27 00:00:00
200,Sextus of Chaeronea,,,Marcus Aurelius:,/wiki/Sextus_of_Chaeronea,38.517,22.85,AD 1995-11-01 00:00:00
201,Friedrich Wilhelm Schulz,,,Karl Marx:,/wiki/Friedrich_Wilhelm_Schulz,49.87222,8.65278,AD 1797-03-13 00:00:00
202,Norman Malcolm, (1911–1990),Anselm of Canterbury:Søren Kierkegaard:Ludwig Wittgenstein:René Descartes:Oets Kolk (O.K.) Bouwsma:,Sydney Shoemaker:Oets Kolk (O.K.) Bouwsma:John Rawls:,/wiki/Norman_Malcolm,39.54111,-100.56694,AD 1911-06-11 00:00:00
203,Elias,,,Pierre Bourdieu:,/wiki/Norbert_Elias,51.11,17.0325,AD 1897-06-22 00:00:00
204,Friedrich Eduard Beneke, (1798–1854),John Locke:Immanuel Kant:,Johann Gottlieb Dressler:eo:Karl Fortlage:J. D. Morell:Friedrich Ueberweg:,/wiki/Friedrich_Eduard_Beneke,52.52,13.405,AD 1798-02-17 00:00:00
205,Indian philosophy,,,Henry David Thoreau:,/wiki/Indian_philosophy,FILL,FILL,FILL
206,Christian von Ehrenfels, (1856–1932),Franz Brentano:Ernst Mach:Alexius Meinong:,Felix Weltsch:George Stout:,/wiki/Christian_von_Ehrenfels,48.2,16.367,AD 1859-06-20 00:00:00
207,Cassuto,,,Leo Strauss:,/wiki/Umberto_Cassuto,FILL,FILL,FILL
208,Bahnsen,,,Ludwig Klages:,/wiki/Julius_Bahnsen,54.94278,8.86389,AD 1830-03-30 00:00:00
209,George Herbert Mead, (1863–1931),Josiah Royce:William James:Wilhelm Wundt:John Dewey:Charles Cooley:,Jürgen Habermas:Charles W. Morris:Eugene Halton:Herbert Blumer:C. Wright Mills:John Dewey:H. Richard Niebuhr:,/wiki/George_Herbert_Mead,42.25833,-72.575,AD 1863-02-27 00:00:00
210,T. H. Green,,,Samuel Alexander:,/wiki/T._H._Green,53.73539,-1.19697,AD 1836-04-07 00:00:00
211,Gilles de Roberval,,,Blaise Pascal:,/wiki/Gilles_de_Roberval,49.2917,2.69,AD 1602-08-10 00:00:00
212,August Cieszkowski, (1814–1894),Joachim of Fiore:Karl Ludwig Michelet:G. W. F. Hegel:,Cyprian Norwid:Józef Kremer:Zygmunt Krasinski:Bronisław Trentowski:Karl Marx:Moses Hess:Józef Kallenbach:,/wiki/August_Cieszkowski,52.25417,21.99972,AD 1814-09-12 00:00:00
213,F. C. S. Schiller, (1864–1937),Protagoras:William James:,"Victoria, Lady Welby:William James:",/wiki/F._C._S._Schiller,53.55,9.93333,AD 1864-08-16 00:00:00
214,Joseph Dietzgen, (1828–1888),Hegel:Marx:Feuerbach:Spinoza:Leibniz:Kant:,Lenin:Pannekoek:Marx:,/wiki/Joseph_Dietzgen,50.783,7.283,AD 1828-12-09 00:00:00
215,Chaldean Oracles,,,Giovanni Pico della Mirandola:,/wiki/Chaldean_Oracles,FILL,FILL,FILL
216,André Bazin,,,Stanley Cavell:,/wiki/Andr%C3%A9_Bazin,47.473612,-0.554167,AD 1918-04-18 00:00:00
217,Anton Marty, (1847–1914),Franz Brentano:,Roman Jakobson:,/wiki/Anton_Marty,47.017,8.65,AD 1847-10-18 00:00:00
218,Milton Friedman,,,Robert Nozick:,/wiki/Milton_Friedman,40.69278,-73.99028,AD 1912-07-31 00:00:00
219,Ibn Khaldun, (1332–1406),Aristotle:Avempace:Al-Farabi:Averroes:At-Turtushi:Ibn Abi Zar:Ibn Jarir:Al-Jahiz:Al-Ghazali:Ibn Hazm:,Ibn al-Khatib:Ibn al-Azraq:Çelebi:Ahmed Cevdet:Hume:Ibn al-Sakkak:Smith:Machiavelli:Mustafa Naima:Amel:Guenon:Schuon:Nasr:Ricardo:Hegel:Al-Maqrizi:Reagan:Laffer:Toynbee:,/wiki/Ibn_Khaldun,36.80639,10.18167,AD 1332-05-27 00:00:00
220,Susan Haack, (born 1945),Francis Bacon:W. V. O. Quine:C. S. Peirce:Frank P. Ramsey:,Luciano Floridi:,/wiki/Susan_Haack,,,AD 1945-01-01 00:00:00
221,Richard-Bevan Braithwaite, (1900–1990),G. E. Moore:,Stephen Toulmin:Imre Lakatos:,/wiki/Richard-Bevan_Braithwaite,52.061,-1.336,AD 1900-01-15 00:00:00
222,Artaud,,,Michel Foucault:,/wiki/Antonin_Artaud,43.2964,5.37,AD 1896-09-04 00:00:00
223,Martin Knutzen, (1713–1751),Franz Albert Schultz:John Locke:Christian Wolff:,Ludwig Ernst von Borowski:de:Immanuel Kant:Johann Georg Hamann:Benno Erdmann:,/wiki/Martin_Knutzen,54.71667,20.51667,AD 1713-12-14 00:00:00
224,Viète,,,René Descartes:,/wiki/Fran%C3%A7ois_Vi%C3%A8te,46.466,-0.8061,AD 1540-01-01 00:00:00
225,Henry Corbin, (1903–1978),Ibn Arabi:Nasr:Luther:Tabataba'i:Gilson:Suhrawardi:Massignon:Heidegger:Avicenna:,Charles Olson:Dariush Shayegan:James Hillman:Hossein Nasr:Gilbert Durand:Temenos Academy:Jacques Lacan:William Chittick:Harold Bloom:,/wiki/Henry_Corbin,48.856613,2.352222,AD 1903-04-14 00:00:00
226,Wolfgang Köhler, (1887–1967),,Karl Popper:,/wiki/Wolfgang_K%C3%B6hler,59.43722,24.74528,AD 1887-01-21 00:00:00
227,Louise Michel,,,Simone Weil:,/wiki/Louise_Michel,48.1492,5.5106,AD 1830-05-29 00:00:00
228,J. L. Austin, (1911–1960),Aristotle:Immanuel Kant:Plato:Gottfried Wilhelm Leibniz:G. E. Moore:John Cook Wilson:Gilbert Ryle:Harold Arthur Prichard:,Jürgen Habermas:Judith Butler:Stanley Cavell:John Searle:Rom Harré:,/wiki/J._L._Austin,54.047,-2.801,AD 1911-03-26 00:00:00
229,Charles Sanders Peirce, (1839–1914),Immanuel Kant:George Boole:Benjamin Peirce:Herbert Spencer:G. W. F. Hegel:Richard Whately:Thomas Reid:Duns Scotus:Georg Cantor:,C. W. Mills:Alfred Tarski:Richard Swedberg:William James:John Dewey:Gilles Deleuze:Umberto Eco:Christine Ladd:Louis Couturat:Ernst Schröder:John Deely:,/wiki/Charles_Sanders_Peirce,42.37361,-71.11056,AD 1839-09-10 00:00:00
230,Shimon bar Yochai,,,Vladimir Solovyov (philosopher):,/wiki/Shimon_bar_Yochai,32.76,35.53,FILL
231,Erich Fromm, (1900–1980),Kierkegaard:Marx:Bachofen:Korsch:Freud:Eckhart:Lukács:Spinoza:Dunayevskaya:Alfred Weber:,Elias Porter:Martin Luther King Jr.:Paulo Freire:Chögyam Trungpa:,/wiki/Erich_Fromm,50.117,8.683,AD 1900-03-23 00:00:00
232,Damião de Góis,,,John Henry Newman:,/wiki/Dami%C3%A3o_de_G%C3%B3is,39.05,-9.017,AD 1502-02-02 00:00:00
233,Frantz Fanon, (1925–1961),G.W.F. Hegel:Karl Marx:Sigmund Freud:Négritude:Aimé Césaire:Jacques Lacan:Jean-Paul Sartre:,Steve Biko:Lewis Gordon:Che Guevara:Afro-pessimism:Malcolm X:Edward Said:Hortense Spillers:Paulo Freire:Ali Shariati:Huey P. Newton:Ngugi wa Thiong'o:Bobby Seale:,/wiki/Frantz_Fanon,14.6,-61.06667,AD 1925-07-20 00:00:00
234,Montesquieu,,,Louis Althusser:,/wiki/Montesquieu,44.67917,-0.544361,AD 1689-01-18 00:00:00
235,Jacob Burckhardt, (1818–1897),Jules Michelet:,Friedrich Nietzsche:Johan Huizinga:,/wiki/Jacob_Burckhardt,47.55472,7.59056,AD 1818-05-25 00:00:00
236,Ralph Waldo Emerson, (1803–1882),Carlyle:de Gérando:Cousin:Montaigne:Swedenborg:de Staël:Hafez:Mary Moody Emerson:Coleridge:Descartes:,Nietzsche:Thoreau:Marx:James:Freud:Whitman:Muir:Harold Bloom:,/wiki/Ralph_Waldo_Emerson,42.35806,-71.06361,AD 1803-05-25 00:00:00
237,Harith al-Muhasibi,,,Al-Ghazali:,/wiki/Harith_al-Muhasibi,30.5,47.817,AD 0170-11-01 00:00:00
238,Richard Brandt,,,Allan Gibbard:,/wiki/Richard_Brandt,39.44583,-83.82917,AD 1910-10-17 00:00:00
239,Bankei Yōtaku,,,Alan Watts:,/wiki/Bankei_Y%C5%8Dtaku,35.683,139.767,AD 1622-01-01 00:00:00
240,Peter Singer, (born 1946),Henry Sidgwick:Charles Darwin:R. M. Hare:Jonathan Glover:Derek Parfit:Karl Marx:John Stuart Mill:Jeremy Bentham:,William MacAskill:Colin McGinn:Roger Crisp:Bill Gates:James Rachels:Gregory Pence:Peter Unger:Mylan Engel:Julian Savulescu:Toby Ord:Steven Pinker:Steven Best:Dale Jamieson:,/wiki/Peter_Singer,-37.81361,144.96306,AD 1946-07-06 00:00:00
241,Jorge Luis Borges,,,Jean Baudrillard:,/wiki/J,FILL,FILL,FILL
242,Louis Agassiz,,,William James:,/wiki/Louis_Agassiz,46.95,7.083,AD 1807-05-28 00:00:00
243,Joan Robinson,,,Cornelius Castoriadis:,/wiki/Joan_Robinson,51.25,-0.417,AD 1903-10-31 00:00:00
244,William Robertson,,,Thomas Jefferson:,/wiki/William_Robertson_(historian),55.825,-3.011,AD 1721-09-19 00:00:00
245,Charles Fourier, (1772–1837),Nicolas-Edme Rétif:,Paul Goodman:Pierre-Joseph Proudhon:Victor Prosper Considerant:Herbert Marcuse:Walter Benjamin:Domingo Faustino Sarmiento:Raoul Vaneigem:Karl Marx:Hakim Bey:Nikolay Chernyshevsky:Joseph Déjacque:Peter Kropotkin:David Harvey:André Breton:Bob Black:Émile Armand:Jean-Baptiste André Godin:,/wiki/Charles_Fourier,47.24,6.02,AD 1772-04-07 00:00:00
246,Jakob Friedrich Fries, (1773–1843),Karl Leonhard Reinhold:Immanuel Kant:,Karl Popper:Hermann Lotze:Leonard Nelson:Otto Fritz Meyerhof:,/wiki/Jakob_Friedrich_Fries,51.967,11.867,AD 1773-08-23 00:00:00
247,"Onora O'Neill, Baroness O'Neill of Bengarve", (born 1941),John Rawls:Immanuel Kant:Christine Korsgaard:,Christine Korsgaard:Katrin Flikschuh:,"/wiki/Onora_O%27Neill,_Baroness_O%27Neill_of_Bengarve",54.916,-6.081,AD 1941-08-23 00:00:00
248,Friedrich Heinrich Jacobi, (1743–1819),Kant:David Hume:Hamann:Goethe:Spinoza:Mendelssohn:Adam Smith:Leibniz:Thomas Reid:Christian Wolff:,Kierkegaard:Hegel:Fichte:Cousin:Schelling:Ludwig Feuerbach:Leo Strauss:Mendelssohn:Heidegger:Fries:,/wiki/Friedrich_Heinrich_Jacobi,51.233,6.783,AD 1743-01-25 00:00:00
249,Gogol,,,Dimitri Pisarev:,/wiki/Nikolai_Gogol,50.02333,33.9425,AD 1809-03-20 00:00:00
250,Ancient Egyptian mathematics,,,Thales:,/wiki/Ancient_Egyptian_mathematics,FILL,FILL,FILL
251,Grene,,,Leo Strauss:,/wiki/David_Grene,FILL,FILL,FILL
252,Wilhelm Dilthey, (1833–1911),Friedrich Schleiermacher:Arthur Schopenhauer:Immanuel Kant:German Romanticism:Georg Wilhelm Friedrich Hegel:Johann Gustav Droysen:August Böckh:Johann Gottfried Herder:Friedrich Adolf Trendelenburg:,Jürgen Habermas:Max Weber:José Ortega y Gasset:Martin Heidegger:Franz Boas:Hans-Georg Gadamer:R. G. Collingwood:Georg Simmel:Rudolf Steiner:Karl Jaspers:,/wiki/Wilhelm_Dilthey,50.05,8.23333,AD 1833-11-19 00:00:00
253,Raymond of Sabunde,,,Pierre Charron:,/wiki/Raymond_of_Sabunde,FILL,FILL,FILL
254,Nasir al-Din al-Tusi, (1201–1274),Siraj Qumri:Fakhr al-Din Razi:Avicenna:Mo'ayyeduddin Urdi:,Qutb al-Din Shirazi:ibn Khaldun:Maitham Al Bahrani:Ibn al-Shatir:Copernicus:,/wiki/Nasir_al-Din_al-Tusi,36.454167,59.566944,AD 1201-02-18 00:00:00
255,Pierre Duhem, (1861–1916),Blaise Pascal:William Rankine:Ernst Mach:Willard Gibbs:,John Worrall:Thomas Kuhn:Stephen Menn:Émile Jouguet:Stanley Jaki:,/wiki/Pierre_Duhem,48.856613,2.352222,AD 1861-06-09 00:00:00
256,Nishida Kitaro,,,Nishitani Keiji:,/wiki/Kitaro_Nishida,36.719806,136.706694,AD 1870-05-19 00:00:00
257,Varro,,,Giambattista Vico:,/wiki/Marcus_Terentius_Varro,FILL,FILL,FILL
258,René Guénon,,,Georges Bataille:,/wiki/Ren%C3%A9_Gu%C3%A9non,47.5939,1.3281,AD 1886-11-15 00:00:00
259,Karl Bühler,,,Herbert Feigl:,/wiki/Karl_B%C3%BChler,49.32139,8.81528,AD 1879-05-27 00:00:00
260,Isidore Isou,,,Guy Debord:,/wiki/Isidore_Isou,47.74861,26.66944,AD 1925-01-29 00:00:00
261,Auguste Comte, (1798–1857),Maistre:Bichat:Bacon:Condorcet:Diderot:Ibn Khaldun:Descartes:Saint-Simon:,Émile Durkheim:Eugen Dühring:Edward Spencer Beesly:Charles Darwin:George Henry Lewes:Karl Marx:Sigmund Freud:John Stuart Mill:Herbert Spencer:Pierre Laffitte:Harriet Martineau:Charles Maurras:Leo Strauss:Émile Littré:Friedrich Nietzsche:Frederic Harrison:,/wiki/Auguste_Comte,43.6119,3.8772,AD 1798-01-19 00:00:00
262,Demetrios Kydones,,,Gemistus Pletho:,/wiki/Demetrios_Kydones,FILL,FILL,FILL
263,Herbert Butterfield,,,Thomas Samuel Kuhn:,/wiki/Herbert_Butterfield,53.812,-1.952,AD 1900-10-07 00:00:00
264,Parker,,,John Dewey:,/wiki/Francis_Wayland_Parker,FILL,FILL,FILL
265,Blaise Pascal, (1623–1662),Epictetus:Cornelius Jansen:Evangelista Torricelli:Michel de Montaigne:René Descartes:St. Augustine of Hippo:Gilles de Roberval:Étienne Pascal:Gerolamo Cardano:,Antoine Arnauld:William Lane Craig:Pierre Duhem:William James:Henri Bergson:Alexis de Tocqueville:G. W. Leibniz:Léon Brunschvicg:,/wiki/Blaise_Pascal,45.7831,3.0824,AD 1623-06-19 00:00:00
266,Friedrich Schleiermacher, (1768–1834),Immanuel Kant:Plato:Johann August Ernesti:K. W. F. Schlegel:J. G. Fichte:Johann Gottfried Herder:F. W. J. Schelling:Friedrich Ast:Baruch Spinoza:Friedrich August Wolf:,Albrecht Ritschl:Wilhelm Dilthey:Antoine Berman:Walter Rauschenbusch:Daphne Hampson:Paul Tillich:Karl Barth:Hans-Georg Gadamer:August Böckh:Rudolf Bultmann:Manfred Frank:Friedrich Adolf Trendelenburg:Heinrich Ritter:L. Harold DeWolf:Friedrich Ueberweg:,/wiki/Friedrich_Schleiermacher,51.11,17.0325,AD 1768-11-21 00:00:00
267,Herbert Spencer, (1820–1903),Aristotle:Auguste Comte:George Henry Lewes:Charles Darwin:John Stuart Mill:Jean-Baptiste Lamarck:Thomas Henry Huxley:,Henry Sidgwick:Émile Durkheim:Charles Darwin:Jorge Luis Borges:Auberon Herbert:Henri Bergson:William Graham Sumner:Jack London:Murray Rothbard:,/wiki/Herbert_Spencer,52.917,-1.467,AD 1820-04-27 00:00:00
268,Michele Besso,,,Albert Einstein:,/wiki/Michele_Besso,FILL,FILL,FILL
269,Alciato,,,John Selden:,/wiki/Andrea_Alciato,FILL,FILL,FILL
270,Carl Vogt, (1817–1895),Justus von Liebig:Louis Agassiz:,Ivan Pavlov:,/wiki/Carl_Vogt,50.58333,8.66667,AD 1817-07-05 00:00:00
271,Max Adler,,,Lucien Goldmann:,/wiki/Max_Adler_(Marxist),48.2,16.367,AD 1873-01-15 00:00:00
272,Xia,,,Confucius:,/wiki/Xia_dynasty,FILL,FILL,FILL
273,Talmon,,,Leo Strauss:,/wiki/Jacob_Talmon,FILL,FILL,FILL
274,Muhammad bin Dawud al-Zahiri,,,Ibn Hazm:,/wiki/Muhammad_bin_Dawud_al-Zahiri,36.24,37.6,AD 0868-11-01 00:00:00
275,Henri Poincaré, (1854–1912),Ernst Mach:Immanuel Kant:Lazarus Fuchs:,Albert Einstein:George David Birkhoff:Louis Rougier:,/wiki/Henri_Poincar%C3%A9,48.6936,6.1846,AD 1854-04-29 00:00:00
276,Alquié,,,Gilles Deleuze:,/wiki/Ferdinand_Alqui%C3%A9,FILL,FILL,FILL
277,Eugeni d'Ors,,,Jose Ferrater-Mora:,/wiki/Eugeni_d%27Ors,FILL,FILL,FILL
278,Nikolai Fyodorovich Fyodorov, (1828–1906),,Konstantin Tsiolkovsky:Transhumanism:Vladimir Vernadsky:,/wiki/Nikolai_Fyodorovich_Fyodorov,52.7167,41.4333,AD 1829-06-09 00:00:00
279,Erich Auerbach,,,Fredric Jameson:,/wiki/Erich_Auerbach,52.517,13.4,AD 1892-11-09 00:00:00
280,Hibat Allah Abu'l-Barakat al-Baghdaadi, (1080–1165),Ibn Sina:,Fakhr al-Din al-Razi:Shahab al-Din Suhrawardi:Abraham Ibn Ezra:Samauʼal Al-Maghribī:Jean Buridan:Albert of Saxony:Ibn Kammuna:,/wiki/Hibat_Allah_Abu%27l-Barakat_al-Baghdaadi,36.34,43.13,AD 1080-11-01 00:00:00
281,Piera Aulagnier,,,Cornelius Castoriadis:,/wiki/Piera_Aulagnier,FILL,FILL,FILL
282,William Godwin, (1756–1836),d'Holbach:Rousseau:Helvétius:,Percy Bysshe Shelley:Herbert Read:,/wiki/William_Godwin,52.664,0.16,AD 1756-03-03 00:00:00
283,Nicole Oresme, (1320–1382),Jean Buridan:William of Ockham:Aristotle:,Henry of Langenstein:Galileo Galilei:,/wiki/Nicole_Oresme,49.1469,-0.3753,AD 1325-11-01 00:00:00
284,Benjamin Jowett,,,Edward Caird:,/wiki/Benjamin_Jowett,51.4736,-0.0912,AD 1817-04-15 00:00:00
285,Max Black, (1909–1988),Frank P. Ramsey:G. E. Moore:Ludwig Wittgenstein:Bertrand Russell:L. Susan Stebbing:,Anton Friedrich Koch:Keith Donnellan:,/wiki/Max_Black,40.39528,49.88222,AD 1909-02-24 00:00:00
286,John Robinson,,,Rudolf Bultmann:,/wiki/John_Robinson_(bishop_of_Woolwich),51.28,1.08,AD 1919-05-16 00:00:00
287,Zhou dynasties,,,Confucius:,/wiki/Zhou_dynasty,FILL,FILL,FILL
288,Gary Snyder,,,Alan Watts:,/wiki/Gary_Snyder,37.7775,-122.41639,AD 1930-05-08 00:00:00
289,Sophists,,,Plato:,/wiki/Sophist,FILL,FILL,FILL
290,Tadeusz Kotarbiński, (1886–1981),Stanisław Leśniewski:Kazimierz Twardowski:,pl:Kazimierz Pasenkiewicz:Henryk Greniewski:,/wiki/Tadeusz_Kotarbi%C5%84ski,52.233,21.017,AD 1886-03-31 00:00:00
291,Constantin Noica,,,Emil Cioran:,/wiki/Constantin_Noica,FILL,FILL,FILL
292,Senior,,,John Stuart Mill:,/wiki/Nassau_William_Senior,51.515,-1.253,AD 1790-09-26 00:00:00
293,Empedocles, (490 BC–430 BC),Parmenides:Pythagoreanism:Alcmaeon of Croton:,Aristotle:Lucretius:Gorgias:Socrates:Critias:Friedrich Nietzsche:,/wiki/Empedocles,37.317,13.583,BC 0494-11-01 00:00:00
294,Bahāʾ al-dīn al-ʿĀmilī,,,Mulla Sadra:,/wiki/Baha%27_al-din_al-%27Amili,34.0063361,36.2073222,AD 1547-02-18 00:00:00
295,Johann Schultz,,,Jakob Sigismund Beck:,/wiki/Johann_Friedrich_Schultz,FILL,FILL,FILL
296,Théodore Simon,,,Jean Piaget:,/wiki/Th%C3%A9odore_Simon,47.316667,5.016667,AD 1872-07-10 00:00:00
297,Kielmeyer,,,Friedrich Schelling:,/wiki/Carl_Friedrich_Kielmeyer,48.55972,9.06,AD 1765-10-22 00:00:00
298,Alfred Jarry,,,Jean Baudrillard:,/wiki/Alfred_Jarry,48.0733,-0.7689,AD 1873-09-08 00:00:00
299,François Mauriac,,,Gabriel Marcel:,/wiki/Fran%C3%A7ois_Mauriac,44.84,-0.58,AD 1885-10-11 00:00:00
300,Max Horkheimer, (1895–1973),Dilthey:Hegel:Marx:Pollock:Cornelius:Freud:Kant:Schopenhauer:Adorno:,Marcuse:Habermas:Benjamin:Fromm:Adorno:,/wiki/Max_Horkheimer,48.817,9.167,AD 1895-02-14 00:00:00
