name,birth,incoming_links,outgoing_links,page,latitude,longitude
Kabbalah,,,Walter Benjamin:,/wiki/Kabbalah,FILL,FILL
Theodor Lipps, (1851–1914),Edmund Husserl:,Moritz Geiger:,/wiki/Theodor_Lipps,FILL,FILL
Crantor,,,Arcesilaus:,/wiki/Crantor,FILL,FILL
Kenneth Burke,,,Fredric Jameson:,/wiki/Kenneth_Burke,FILL,FILL
Hilary Putnam, (1926–2016),Hans Reichenbach:William James:Emmanuel Levinas:Willard Van Orman Quine:Stanley Cavell:Bertrand Russell:John Dewey:Nelson Goodman:Immanuel Kant:Edmund Husserl:Saul Kripke:Karl Marx:Ned Block:John McDowell:Alan Turing:Søren Kierkegaard:Ludwig Wittgenstein:Sigmund Freud:Franz Rosenzweig:Charles Sanders Peirce:Martin Buber:,Hartry Field:David Marr:Paul Benacerraf:John Worrall:Saul Kripke:George Boolos:Donald Davidson:Norman Daniels:Jerry Fodor:David Lewis:Ned Block:Daniel Dennett:Richard Boyd:Martha Nussbaum:Tyler Burge:,/wiki/Hilary_Putnam,FILL,FILL
Gregor Strasser,,,Francis Parker Yockey:,/wiki/Gregor_Strasser,FILL,FILL
Hélène Cixous, (born 1937),Sigmund Freud:Jacques Derrida:Maurice Blanchot:Jacques Lacan:,Avital Ronell:Jacques Derrida:,/wiki/H%C3%A9l%C3%A8ne_Cixous,FILL,FILL
José Carlos Mariátegui, (1894–1930),Manuel González Prada:Georges Sorel:Karl Marx:Rosa Luxemburg:Benedetto Croce:Vladimir Lenin:Friedrich Nietzsche:Antonio Gramsci:,Abimael Guzmán:Che Guevara:Javier Mariátegui:Gustavo Gutiérrez:,/wiki/Jos%C3%A9_Carlos_Mari%C3%A1tegui,FILL,FILL
Al-Kindi, (801–873),Al-Khalil:Hellenistic philosophy:Neoplatonism:,Alhazen:Miskawayh:Roger Bacon:Abu Ma'shar al-Balkhi:Isaac Israeli ben Solomon:Ahmad ibn al-Tayyib al-Sarakhsi:Robert Grosseteste:Abu Zayd al-Balkhi:,/wiki/Al-Kindi,FILL,FILL
Franciscus van den Enden,,,Baruch Spinoza:,/wiki/Franciscus_van_den_Enden,FILL,FILL
Alonso Rodriguez,,,Francisco Suárez:,/wiki/Alonso_Rodriguez,FILL,FILL
Dimitri Pisarev, (1840–1868),Bakunin:Cooper:Macaulay:Dobrolyubov:Belinsky:Darwin:Turgenev:Gogol:Chernyshevsky:Dumas père:Stirner:,Dostoevsky:Lenin:Shelgunov:Zaytsev:Pavlov:Plekhanov:Nechayev:,/wiki/Dimitri_Pisarev,FILL,FILL
Al-Hasan ibn 'Ali al-Barbahari,,,Ibn Taymiya:,/wiki/Al-Hasan_ibn_%27Ali_al-Barbahari,FILL,FILL
Robert Stalnaker, (born 1940),David K. Lewis:H. Paul Grice:,Jason Stanley:,/wiki/Robert_Stalnaker,FILL,FILL
Quintus,,,Marcus Aurelius:,/wiki/Junius_Rusticus,FILL,FILL
Ibn Sabin, (1217–1268),Ibn Masarra:Ibn Barrajan:Avempace:Ibn Qasi:'Ilm al-Huruf:Hadith:Averroes:Ibn Tufail:al-Hallaj:al-Farabi:Qur'an:Avicenna:Brethren of Purity:,Ramon Llull:al-Kashani al-Fargani:Afif al-Din Sulayman al Tilimsani:al-Shushtari:Badr al-Din Hasan Ibn Hud:,/wiki/Ibn_Sabin,FILL,FILL
Georges Canguilhem, (1904–1995),Claude Bernard:Gaston Bachelard:Henri Bergson:Kurt Goldstein:Alain:,Michel Foucault:Jacques-Alain Miller:Arnold Davidson:Alain Badiou:Pierre Bourdieu:Gilles Deleuze:Dominique Lecourt:Louis Althusser:François Dagognet:,/wiki/Georges_Canguilhem,FILL,FILL
John Ellis McTaggart, (1866–1925),T. H. Green:G. W. F. Hegel:,Peter Geach:Michael Oakeshott:Michael Dummett:S. V. Keeling:,/wiki/John_Ellis_McTaggart,FILL,FILL
Emile Meyerson, (1859–1933),Albert Einstein:Immanuel Kant:Auguste Comte:,Thomas Kuhn:Gaston Bachelard:Jacques Lacan:,/wiki/Emile_Meyerson,FILL,FILL
Theon of Alexandria,,,Hypatia of Alexandria:,/wiki/Theon_of_Alexandria,FILL,FILL
Archilochus,,,Friedrich Nietzsche:,/wiki/Archilochus,FILL,FILL
John Hasbrouck Van Vleck,,,Thomas Samuel Kuhn:,/wiki/John_Hasbrouck_Van_Vleck,FILL,FILL
La Boétie,,,Claude Lefort:,/wiki/%C3%89tienne_de_La_Bo%C3%A9tie,FILL,FILL
Turgenev,,,Dimitri Pisarev:,/wiki/Ivan_Turgenev,FILL,FILL
Aruni,,,Yajnavalkya:,/wiki/Aruni,FILL,FILL
John Stuart Mill, (1806–1873),Auguste Comte:Locke:Herder:Harriet Taylor Mill:Hobbes:James Mill:Socrates:Hume:Smith:Senior:Babbage:Wordsworth:Aristotle:Demosthenes:Bain:Marmontel:Guizot:Coleridge:Utopian Socialists:Plato:Aquinas:Francis Place:Goethe:Ricardo:Epicurus:Sismondi:Tocqueville:Berkeley:W. von Humboldt:Bentham:Saint-Simon:,Social liberalism:Ortega y Gasset:Crisp:Russell:Weber:,/wiki/John_Stuart_Mill,FILL,FILL
Louis Althusser, (1918–1990),Niccolò Machiavelli:Georges Canguilhem:Gaston Bachelard:Montesquieu:Jean-Jacques Rousseau:Jean Cavaillès:Karl Marx:Sigmund Freud:Mao Zedong:Jacques Lacan:Vladimir Lenin:G. W. F. Hegel:Baruch Spinoza:Antonio Gramsci:,Mahdi Amel:Jacques Rancière:Richard D. Wolff:Slavoj Žižek:Stephen Resnick:Judith Butler:Michel Foucault:Terry Eagleton:Pierre Bourdieu:Étienne Balibar:Dominique Lecourt:Pierre Macherey:Jacques-Alain Miller:Alain Badiou:Stuart Hall:Anthony Giddens:Giulio Angioni:Gilles Deleuze:Roy Bhaskar:Nicos Poulantzas:,/wiki/Louis_Althusser,FILL,FILL
Apollodorus,,,Zeno of Sidon:,/wiki/Apollodorus_the_Epicurean,FILL,FILL
Frank P. Ramsey,,,Max Black:,/wiki/Frank_Ramsey_(mathematician),FILL,FILL
Leszek Kołakowski, (1927–2009),Immanuel Kant:Friedrich Engels:Karl Marx:György Lukács:G. W. F. Hegel:Baruch Spinoza:,Solidarity:José Guilherme Merquior:Noam Chomsky:Christopher Hitchens:,/wiki/Leszek_Ko%C5%82akowski,FILL,FILL
Peter Sloterdijk, (born 1947),Nietzsche:Günther:Taubes:Osho:Derrida:Spengler:Bachelard:Foucault:Deleuze:Heidegger:Claessens:Tarde:,Bruno Latour:Yana Milev:Henk Oosterling:Marc Jongen:,/wiki/Peter_Sloterdijk,FILL,FILL
Johann August Ernesti,,,Friedrich Schleiermacher:,/wiki/Johann_August_Ernesti,FILL,FILL
Archimedes,,,René Descartes:,/wiki/Archimedes,FILL,FILL
Dolar,,,Slavoj Žižek:,/wiki/Mladen_Dolar,FILL,FILL
"Sir William Hamilton, 9th Baronet", (1788–1856),Immanuel Kant:Thomas Reid:Victor Cousin:,John Veitch:John Stuart Mill:James Hutchison Stirling:Herbert Spencer:,"/wiki/Sir_William_Hamilton,_9th_Baronet",FILL,FILL
Herodotus of Tarsus,,,Sextus Empiricus:,/wiki/Herodotus_(physician),FILL,FILL
Emerich de Vattel, (1714–1767), Christian Wolff:Gottfried Wilhelm Leibniz:Samuel Puffendorf:Jean-Jacques Burlamaqui:Hugo Grotius:,George Washington:Western philosophers:Alexander Hamilton:Benjamin Franklin:,/wiki/Emerich_de_Vattel,FILL,FILL
Cooper,,,Dimitri Pisarev:,/wiki/James_Fenimore_Cooper,FILL,FILL
Edward Caird, (1835–1908),Benjamin Jowett:,Henry Jones:John Watson:,/wiki/Edward_Caird,FILL,FILL
George,,,Ludwig Klages:,/wiki/Stefan_Ge,FILL,FILL
Bruno Bauer, (1809–1882),David Strauss:Arthur de Gobineau:Ludwig Feuerbach:G. W. F. Hegel:Max Stirner:,Charles Darwin:Friedrich Engels:Arthur Drews:Karl Marx:Sigmund Freud:Karl Kautsky:Friedrich Nietzsche:Max Stirner:,/wiki/Bruno_Bauer,FILL,FILL
Guyau,,,Peter Kropotkin:,/wiki/Jean-Marie_Guyau,FILL,FILL
Ernst Abbe,,,Gottlob Frege:,/wiki/Ernst_Abbe,FILL,FILL
R. G. Collingwood, (1889–1943),Giovanni Gentile:Immanuel Kant:Wilhelm Dilthey:Guido de Ruggiero:J. A. Smith:Benedetto Croce:Giambattista Vico:G. W. F. Hegel:F. H. Bradley:,Alasdair MacIntyre:Leo Strauss:,/wiki/R._G._Collingwood,FILL,FILL
Leonhard Ragaz,,,Emil Brunner:,/wiki/Leonhard_Ragaz,FILL,FILL
Heinrich Blücher,,,Hannah Arendt:,/wiki/Heinrich_Bl%C3%BCcher,FILL,FILL
Leo Frobenius,,,Oswald Spengler:,/wiki/Leo_Frobenius,FILL,FILL
I Ching,,,Confucius:,/wiki/I_Ching,FILL,FILL
Epimenides,,,Xenophanes:,/wiki/Epimenides,FILL,FILL
William of Sherwood,,,Roger Bacon:,/wiki/William_of_Sherwood,FILL,FILL
Gouhier,,,Pierre Bourdieu:,/wiki/Henri_Gouhier,FILL,FILL
Edward Coke,,,Edmund Burke:,/wiki/Edward_Coke,FILL,FILL
Ibn Taymiya, (1263–1328),Abdul Qadir Gilani:Al-Hasan ibn 'Ali al-Barbahari:Muhammad ibn Karram:,Al-Maqrizi:Ibn Al-Qayyim:Ibn al-Wardi:Ibn Muflih:Safar Al-Hawali:Muhammad ibn Abd al-Wahhab:Ibn Kathir:al-Dhahabi:Yusuf ibn Abd al-Rahman al-Mizzi:Ibn Abd al-Hadi:Rashid Rida:Ibn Rajab al-Hanbali:,/wiki/Ibn_Taymiya,FILL,FILL
Jaegwon Kim, (1934–2019),Carl Hempel:Roderick Chisholm:,Dean Zimmerman:,/wiki/Jaegwon_Kim,FILL,FILL
Gerhard Hessenberg,,,Leonard Nelson:,/wiki/Gerhard_Hessenberg,FILL,FILL
Franz Joseph Gall,,,Jerry Fodor:,/wiki/Franz_Joseph_Gall,FILL,FILL
Jean Wahl, (1888–1974),Søren Kierkegaard:Nicolai Hartmann:George Santayana:Martin Heidegger:William James:Henri Bergson:G. W. F. Hegel:,Emmanuel Levinas:Gilles Deleuze:Jean-Paul Sartre:,/wiki/Jean_Wahl,FILL,FILL
Alexis de Tocqueville, (1805–1859),Aristotle:Montesquieu:Voltaire:Malesherbes:Rousseau:Senior:Pascal:,Pierre Hassner:Max Weber:Claude Lefort:Emmanuel Todd:Raymond Aron:Juan Bautista Alberdi:John Stuart Mill:Pierre Manent:Nassau William Senior:Harvey Mansfield:Camillo Benso of Cavour:Leo Strauss:Friedrich Hayek:,/wiki/Alexis_de_Tocqueville,FILL,FILL
Jacques Rancière, (born 1940),Lacan:Aristotle:Lyotard:Plato:Marx:Althusser:Lefort:Arendt:Badiou:Foucault:,Žižek:Critchley:Kristin Ross:Jodi Dean:Gabriel Rockhill:Todd May:Laclau:Levi Bryant:Bernard Aspe:,/wiki/Jacques_Ranci%C3%A8re,FILL,FILL
Carl Jung, (1875–1961),Nietzsche:Carus:Janet:Hartmann:Schiller:Flournoy:Heraclitus:Laozi:James:Freud:Goethe:Moltzer:Kant:Bleuler:Meister Eckhart:Schopenhauer:,Erich Neumann:Sonu Shamdasani:Joseph Campbell:Gaston Bachelard:Wolfgang Pauli:Carl Rogers:Terence McKenna:Ross Nichols:James Hillman:Jean Piaget:Arnold J. Toynbee:Freud:Alan Watts:Robert Anton Wilson:Jordan Peterson:Philip K. Dick:Hermann Hesse:,/wiki/Carl_Jung,FILL,FILL
Moritz Schlick, (1882–1936),Arthur Schopenhauer:Immanuel Kant:Ernst Mach:Alois Riehl:Ludwig Wittgenstein:Bertrand Russell:Max Planck:Wilhelm Wundt:,Vienna Circle:Herbert Feigl:Albert Einstein:Susan Stebbing:Gustav Bergmann:Kurt Gödel:Albert Blumberg:,/wiki/Moritz_Schlick,FILL,FILL
Augustin Thierry,,,Antonio Rosmini-Serbati:,/wiki/Augustin_Thierry,FILL,FILL
Valentine Weigel,,,Jakob Böhme:,/wiki/Valentin_Weigel,FILL,FILL
Wilhelm von Humboldt, (1767–1835),Immanuel Kant:J. G. Fichte:Christian Jakob Kraus:Johann Gottfried Herder:,Alexander Potebnja:Joxe Azurmendi:Ernst Cassirer:John Stuart Mill:Valentin Voloshinov:Noam Chomsky:August Schleicher:,/wiki/Wilhelm_von_Humboldt,FILL,FILL
Pavel Florensky,,,Aleksei Losev:,/wiki/Pavel_Florensky,FILL,FILL
Iris Murdoch, (1919–1999),Plato:Stuart Hampshire:Simone Weil:Jean-Paul Sartre:Philippa Foot:,Elizabeth Anscombe:Martha Nussbaum:Philippa Foot:,/wiki/Iris_Murdoch,FILL,FILL
Alain Badiou, (born 1937) ,G. W. F. Hegel:Georges Canguilhem:Jean Hyppolite:Mao Zedong:Vladimir Lenin:Sylvain Lazarus:Plato:Stéphane Mallarmé:Karl Marx:Fernando Pessoa:Samuel Beckett:Jacques Lacan:Paul Cohen:Jean-François Lyotard:Gilles Deleuze:Louis Althusser:Friedrich Nietzsche:Jean-Paul Sartre:Georg Cantor:,Ray Brassier:Peter Hallward:Quentin Meillassoux:Mehdi Belhaj Kacem:Jason Barker:Justin Clemens:Nina Power:François Laruelle:Simon Critchley:Alberto Toscano:Tristan Garcia:Oliver Feltham:Sylvain Lazarus:Slavoj Žižek:,/wiki/Alain_Badiou,FILL,FILL
Jacques Camatte,,,Antonio Negri:,/wiki/Jacques_Camatte,FILL,FILL
Lucan,,,Augustine of Hippo:,/wiki/Lucan,FILL,FILL
Greene,,,Lysander Spooner:,/wiki/William_Batchelder_Greene,FILL,FILL
Cyril of Alexandria,,,John of Damascus:,/wiki/Cyril_of_Alexandria,FILL,FILL
L. Susan Stebbing,,,Max Black:,/wiki/Susan_Stebbing,FILL,FILL
Sophocles,,,Friedrich Nietzsche:,/wiki/Sophocles,FILL,FILL
Panofsky,,,Pierre Bourdieu:,/wiki/Erwin_Panofsky,FILL,FILL
Al-Ghazali, (1058–1111),Harith al-Muhasibi:Al-Juwayni:,Fakhruddin Razi:Al-Nawawi:Abu Bakr ibn al-Arabi:Sayf al-Din al-Amidi:Asad Mayhani:Ali al-Qari:Ayn al-Quzat Hamadani:René Descartes:Ibn Tumart:Tan Malaka:Muhammad Ibn Yahya al-Janzi:David Hume:Shah Waliullah Dehlawi:Suyuti:Maimonides:Thomas Aquinas:,/wiki/Al-Ghazali,FILL,FILL
Leibowitz,,,Leo Strauss:,/wiki/Nechama_Leibowitz,FILL,FILL
Céline,,,Jean-Paul Sartre:,/wiki/Louis-Ferdinand_C%C3%A9line,FILL,FILL
Serge Latouche,,,Cornelius Castoriadis:,/wiki/Serge_Latouche,FILL,FILL
